ID,ID game,ID team,IDp_in_ice,IDp_out_ice,timer
30207,384,63,1433.0,,0-00
30221,384,64,1519.0,,0-00
30225,363,11,,818.0,44-44
30306,359,35,773.0,,0-00
30307,359,9,18.0,,0-00
30354,360,4,997.0,,0-00
30355,360,31,188.0,,0-00
28870,356,3,222.0,,0-00
28871,356,11,818.0,,0-00
28975,377,48,1310.0,,0-00
28976,377,61,1202.0,,0-00
28977,381,64,1434.0,,0-00
29059,381,59,217.0,,0-00
29167,357,35,754.0,,0-00
29185,377,48,,1310.0,44-47
29186,377,48,1310.0,,45-00
29205,382,63,1433.0,,0-00
29206,382,62,1408.0,,0-00
29246,357,17,743.0,,0-00
29433,358,29,673.0,,0-00
29434,358,9,18.0,,0-00
29451,378,22,1344.0,,0-00
29509,378,12,67.0,,0-00
28151,352,4,997.0,,0-00
28152,351,10,833.0,,0-00
28192,351,32,154.0,,0-00
28281,379,58,1170.0,,0-00
28282,379,54,1331.0,,0-00
28285,351,10,,833.0,44-34
28287,351,10,833.0,,44-47
28303,352,15,1117.0,,0-00
28388,355,56,995.0,,0-00
28472,380,60,1235.0,,0-00
28473,380,18,1044.0,,0-00
28506,376,24,229.0,,0-00
28507,376,53,833.0,,0-00
28575,375,52,102.0,,0-00
28576,375,51,368.0,,0-00
27548,344,12,67.0,,0-00
27549,344,48,1310.0,,0-00
27622,335,11,818.0,,0-00
27623,335,1,1376.0,,0-00
27671,345,8,1331.0,,0-00
27672,345,22,1340.0,,0-00
27743,346,61,1201.0,,0-00
27744,346,53,109.0,,0-00
27761,346,61,,1201.0,43-50
27762,346,61,1201.0,,44-15
27763,346,61,,1201.0,44-36
26838,330,31,978.0,,0-00
26839,330,35,754.0,,0-00
26891,332,49,915.0,,0-00
26893,332,50,938.0,,0-00
26908,350,58,1170.0,,0-00
26910,350,60,1235.0,,0-00
26970,331,4,997.0,,0-00
26973,331,10,833.0,,0-00
27086,333,6,1388.0,,0-00
27088,333,32,154.0,,0-00
27151,349,54,1331.0,,0-00
27152,349,62,1408.0,,0-00
27186,333,6,,1388.0,44-35
27194,334,56,995.0,,0-00
27195,334,9,18.0,,0-00
27197,348,63,1433.0,,0-00
27286,348,59,217.0,,0-00
27391,347,64,1434.0,,0-00
27393,347,18,1044.0,,0-00
25940,342,22,1340.0,,0-00
25941,342,53,109.0,,0-00
26014,343,61,1201.0,,0-00
26015,343,8,1331.0,,0-00
26059,338,60,1235.0,,0-00
26060,338,64,1434.0,,0-00
26063,328,56,995.0,,0-00
26064,328,29,677.0,,0-00
26105,338,60,,1235.0,44-40
26126,329,1,509.0,,0-00
26128,329,10,520.0,,0-00
26144,329,10,,520.0,44-31
26194,339,62,1408.0,,0-00
26228,339,59,217.0,,0-00
25252,324,4,997.0,,0-00
25253,324,35,773.0,,0-00
25302,326,15,1389.0,,0-00
25303,326,49,915.0,,0-00
25329,336,18,1044.0,,0-00
25330,336,54,1331.0,,0-00
25384,325,32,154.0,,0-00
25403,325,50,938.0,,0-00
25482,327,1,1376.0,,0-00
25483,327,6,786.0,,0-00
25522,337,63,1433.0,,0-00
25613,337,58,1202.0,,0-00
25653,336,18,,1044.0,43-41
25662,340,52,102.0,,0-00
