ID game,ID team,ID player,missed pucks,total throws,% of reflected shots
9925.00,410.00,6969.00,9.00,37.00,75.68
9925.00,109.00,4494.00,4.00,23.00,82.61
10012.00,53.00,3072.00,3.00,22.00,86.36
10012.00,329.00,4246.00,4.00,20.00,80.00
10020.00,499.00,8403.00,1.00,17.00,94.12
10020.00,176.00,5509.00,3.00,29.00,89.66
10030.00,442.00,7850.00,4.00,37.00,89.19
10030.00,29.00,673.00,3.00,52.00,94.23
9857.00,12.00,71.00,6.00,31.00,80.65
9857.00,111.00,2353.00,1.00,29.00,96.55
9855.00,335.00,6265.00,11.00,41.00,73.17
9855.00,63.00,6068.00,5.00,40.00,87.50
10006.00,545.00,8709.00,3.00,23.00,86.96
10028.00,333.00,6599.00,1.00,31.00,96.77
10028.00,452.00,7821.00,6.00,22.00,72.73
10003.00,65.00,5774.00,3.00,23.00,86.96
10016.00,439.00,7620.00,1.00,31.00,96.77
10016.00,400.00,55.00,2.00,26.00,92.31
10015.00,500.00,217.00,2.00,15.00,86.67
10015.00,546.00,8820.00,4.00,35.00,88.57
10022.00,491.00,5516.00,3.00,15.00,80.00
10022.00,205.00,2458.00,0.00,26.00,100.00
9927.00,379.00,71.00,2.00,35.00,94.29
9927.00,496.00,7924.00,4.00,33.00,87.88
10011.00,408.00,4933.00,1.00,27.00,96.30
10017.00,130.00,631.00,0.00,29.00,100.00
10017.00,332.00,1194.00,6.00,20.00,70.00
9854.00,111.00,2353.00,4.00,37.00,89.19
10026.00,396.00,6488.00,4.00,25.00,84.00
10026.00,31.00,7542.00,2.00,33.00,93.94
9854.00,191.00,6599.00,0.00,13.00,100.00
10004.00,404.00,5509.00,2.00,11.00,81.82
10004.00,445.00,8403.00,5.00,30.00,83.33
10024.00,207.00,908.00,3.00,32.00,90.62
10024.00,269.00,2438.00,5.00,20.00,75.00
10009.00,214.00,8012.00,9.00,36.00,75.00
10009.00,189.00,5121.00,3.00,16.00,81.25
10018.00,544.00,1435.00,9.00,47.00,80.85
10038.00,1.00,7472.00,4.00,44.00,90.91
10038.00,49.00,222.00,1.00,31.00,96.77
10007.00,449.00,1194.00,2.00,21.00,90.48
10007.00,545.00,6584.00,4.00,32.00,87.50
9926.00,443.00,6600.00,1.00,28.00,96.43
9926.00,208.00,4257.00,2.00,35.00,94.29
10040.00,46.00,6488.00,6.00,44.00,86.36
10040.00,17.00,997.00,4.00,38.00,89.47
10029.00,333.00,6599.00,4.00,36.00,88.89
10029.00,452.00,7821.00,2.00,34.00,94.12
10025.00,15.00,7519.00,6.00,35.00,82.86
10025.00,35.00,1376.00,5.00,25.00,80.00
9858.00,556.00,442.00,2.00,27.00,92.59
9858.00,506.00,3676.00,3.00,33.00,90.91
10010.00,22.00,7157.00,4.00,38.00,89.47
10010.00,44.00,5516.00,3.00,35.00,91.43
10027.00,92.00,2478.00,4.00,32.00,87.50
10027.00,494.00,6097.00,0.00,20.00,100.00
10021.00,38.00,8945.00,2.00,30.00,93.33
10095.00,176.00,5509.00,5.00,29.00,82.76
10095.00,439.00,7816.00,6.00,26.00,76.92
10083.00,402.00,8020.00,8.00,33.00,75.76
10083.00,189.00,5121.00,2.00,21.00,90.48
10087.00,498.00,3717.00,2.00,18.00,88.89
10087.00,48.00,7222.00,4.00,21.00,80.95
10041.00,1.00,7472.00,7.00,29.00,75.86
10041.00,49.00,222.00,6.00,47.00,87.23
10092.00,431.00,8407.00,2.00,23.00,91.30
10092.00,411.00,2312.00,3.00,16.00,81.25
10086.00,329.00,71.00,5.00,29.00,82.76
10101.00,545.00,6584.00,4.00,33.00,87.88
10101.00,453.00,7047.00,3.00,15.00,80.00
10090.00,207.00,908.00,3.00,34.00,91.18
10090.00,269.00,2438.00,1.00,21.00,95.24
9924.00,63.00,743.00,3.00,24.00,87.50
9924.00,12.00,71.00,6.00,44.00,86.36
10102.00,449.00,1194.00,0.00,20.00,100.00
10102.00,501.00,8959.00,5.00,15.00,66.67
10071.00,35.00,1376.00,7.00,23.00,69.57
10071.00,15.00,7519.00,2.00,27.00,92.59
10081.00,92.00,2478.00,2.00,23.00,91.30
10081.00,494.00,6097.00,3.00,27.00,88.89
10032.00,442.00,7851.00,5.00,36.00,86.11
10032.00,29.00,673.00,3.00,36.00,91.67
10067.00,46.00,6488.00,4.00,29.00,86.21
10067.00,17.00,997.00,2.00,46.00,95.65
10005.00,406.00,5691.00,9.00,36.00,75.00
10074.00,208.00,4257.00,2.00,26.00,92.31
10074.00,410.00,6068.00,3.00,32.00,90.62
10080.00,333.00,6599.00,8.00,28.00,71.43
10080.00,452.00,7821.00,7.00,42.00,83.33
10002.00,215.00,5581.00,3.00,23.00,86.96
10002.00,104.00,7923.00,2.00,41.00,95.12
10075.00,443.00,6600.00,1.00,22.00,95.45
10075.00,496.00,7924.00,7.00,30.00,76.67
10089.00,26.00,1296.00,2.00,31.00,93.55
10089.00,129.00,5694.00,4.00,22.00,81.82
10096.00,500.00,217.00,6.00,17.00,64.71
10096.00,502.00,9322.00,4.00,26.00,84.62
10100.00,499.00,9789.00,5.00,18.00,72.22
10097.00,214.00,4565.00,13.00,38.00,65.79
10097.00,23.00,2559.00,5.00,26.00,80.77
10070.00,31.00,7542.00,0.00,27.00,100.00
10070.00,396.00,6488.00,2.00,49.00,95.92
10073.00,379.00,71.00,7.00,21.00,66.67
10073.00,109.00,4410.00,1.00,13.00,92.31
10084.00,53.00,3072.00,3.00,30.00,90.00
10084.00,44.00,5516.00,4.00,35.00,88.57
10072.00,15.00,7519.00,5.00,34.00,85.29
10000.00,446.00,7979.00,4.00,19.00,78.95
10093.00,130.00,631.00,4.00,23.00,82.61
10093.00,216.00,6584.00,2.00,17.00,88.24
10000.00,398.00,4603.00,5.00,29.00,82.76
10072.00,35.00,1376.00,3.00,33.00,90.91
10033.00,29.00,673.00,2.00,45.00,95.56
10033.00,442.00,7851.00,6.00,25.00,76.00
10088.00,331.00,5123.00,5.00,29.00,82.76
10088.00,22.00,4435.00,7.00,31.00,77.42
10082.00,494.00,10.00,3.00,18.00,83.33
9923.00,111.00,2353.00,0.00,25.00,100.00
10068.00,46.00,6488.00,2.00,30.00,93.33
10068.00,17.00,997.00,3.00,30.00,90.00
10085.00,408.00,4933.00,4.00,32.00,87.50
10069.00,1.00,7472.00,6.00,28.00,78.57
10069.00,49.00,222.00,2.00,46.00,95.65
10094.00,491.00,4435.00,5.00,28.00,82.14
10094.00,205.00,2458.00,8.00,26.00,69.23
9922.00,335.00,6265.00,4.00,33.00,87.88
9922.00,556.00,442.00,3.00,17.00,82.35
10091.00,546.00,8820.00,2.00,23.00,91.30
10091.00,400.00,8040.00,1.00,20.00,95.00
10034.00,56.00,995.00,4.00,31.00,87.10
10034.00,447.00,4888.00,7.00,46.00,84.78
10035.00,56.00,995.00,2.00,18.00,88.89
10035.00,447.00,4888.00,7.00,26.00,73.08
10076.00,496.00,1060.00,7.00,30.00,76.67
10076.00,109.00,4410.00,12.00,26.00,53.85
10142.00,546.00,8820.00,7.00,34.00,79.41
10144.00,404.00,5090.00,5.00,25.00,80.00
10144.00,446.00,9673.00,4.00,26.00,84.62
10126.00,438.00,6325.00,3.00,32.00,90.62
10133.00,329.00,71.00,1.00,20.00,95.00
10133.00,23.00,5509.00,3.00,23.00,86.96
10123.00,92.00,2478.00,0.00,24.00,100.00
10123.00,494.00,10.00,1.00,27.00,96.30
10120.00,15.00,7519.00,4.00,28.00,85.71
10120.00,35.00,1376.00,2.00,21.00,90.48
10143.00,400.00,8040.00,5.00,28.00,82.14
10143.00,500.00,217.00,4.00,29.00,86.21
10135.00,22.00,7157.00,4.00,29.00,86.21
10135.00,498.00,3717.00,5.00,30.00,83.33
10125.00,452.00,7821.00,4.00,35.00,88.57
10125.00,333.00,6599.00,3.00,30.00,90.00
10141.00,411.00,2312.00,7.00,24.00,70.83
10150.00,448.00,7970.00,3.00,26.00,88.46
10077.00,410.00,3273.00,8.00,31.00,74.19
10077.00,496.00,1060.00,5.00,25.00,80.00
10129.00,189.00,5121.00,3.00,23.00,86.96
10129.00,48.00,7222.00,6.00,29.00,79.31
10079.00,379.00,71.00,1.00,38.00,97.37
10079.00,443.00,6600.00,2.00,22.00,90.91
10128.00,207.00,908.00,5.00,26.00,80.77
10128.00,269.00,2438.00,4.00,26.00,84.62
10078.00,109.00,3075.00,2.00,22.00,90.91
10078.00,208.00,4257.00,4.00,30.00,86.67
10147.00,215.00,5581.00,5.00,32.00,84.38
10147.00,104.00,7923.00,1.00,19.00,94.74
10122.00,396.00,6488.00,4.00,46.00,91.30
10122.00,31.00,7542.00,7.00,20.00,65.00
10134.00,214.00,8012.00,3.00,33.00,90.91
10134.00,331.00,668.00,7.00,26.00,73.08
10131.00,63.00,743.00,6.00,34.00,82.35
10140.00,402.00,8020.00,1.00,19.00,94.74
10140.00,44.00,5516.00,0.00,22.00,100.00
10130.00,53.00,1311.00,3.00,31.00,90.32
10130.00,408.00,4933.00,1.00,24.00,95.83
10145.00,333.00,6599.00,3.00,24.00,87.50
10145.00,452.00,7821.00,5.00,33.00,84.85
10119.00,46.00,6488.00,5.00,39.00,87.18
10119.00,17.00,997.00,2.00,36.00,94.44
10212.00,216.00,7625.00,2.00,31.00,93.55
10212.00,439.00,7620.00,1.00,18.00,94.44
10187.00,208.00,4257.00,4.00,40.00,90.00
10187.00,109.00,4410.00,3.00,19.00,84.21
10188.00,379.00,71.00,1.00,30.00,96.67
10224.00,29.00,673.00,5.00,37.00,86.49
10224.00,49.00,222.00,2.00,18.00,88.89
10183.00,396.00,6488.00,2.00,37.00,94.59
10183.00,31.00,995.00,1.00,18.00,94.44
10189.00,544.00,8668.00,4.00,20.00,80.00
10189.00,546.00,6994.00,5.00,26.00,80.77
10213.00,176.00,5509.00,3.00,21.00,85.71
10213.00,411.00,5717.00,4.00,20.00,80.00
10148.00,54.00,4246.00,4.00,37.00,89.19
10148.00,398.00,8952.00,3.00,20.00,85.00
10203.00,111.00,2353.00,1.00,29.00,96.55
10136.00,191.00,6599.00,3.00,21.00,85.71
10136.00,12.00,71.00,7.00,36.00,80.56
10139.00,440.00,8010.00,4.00,41.00,90.24
10139.00,556.00,442.00,1.00,24.00,95.83
10199.00,26.00,1296.00,3.00,18.00,83.33
10199.00,438.00,6325.00,1.00,28.00,96.43
10201.00,63.00,743.00,2.00,23.00,91.30
10211.00,501.00,8959.00,1.00,12.00,91.67
10211.00,453.00,1176.00,3.00,23.00,86.96
10207.00,410.00,6068.00,2.00,26.00,92.31
10207.00,379.00,71.00,6.00,34.00,82.35
10137.00,191.00,6599.00,0.00,18.00,100.00
10137.00,12.00,71.00,6.00,29.00,79.31
10194.00,408.00,4933.00,1.00,23.00,95.65
10194.00,402.00,8020.00,2.00,28.00,92.86
10192.00,48.00,4182.00,5.00,22.00,77.27
10192.00,44.00,5516.00,4.00,25.00,84.00
10191.00,331.00,668.00,6.00,34.00,82.35
10191.00,498.00,8887.00,2.00,28.00,92.86
10190.00,189.00,5121.00,9.00,33.00,72.73
10190.00,22.00,7157.00,3.00,33.00,90.91
10185.00,31.00,7542.00,2.00,24.00,91.67
10185.00,333.00,6599.00,4.00,38.00,89.47
10193.00,53.00,1311.00,7.00,32.00,78.12
10193.00,336.00,2312.00,2.00,20.00,90.00
10214.00,500.00,217.00,4.00,17.00,76.47
10214.00,499.00,8403.00,1.00,24.00,95.83
10184.00,35.00,1376.00,6.00,24.00,75.00
10184.00,92.00,2478.00,4.00,38.00,89.47
10149.00,398.00,8952.00,3.00,24.00,87.50
10151.00,65.00,5774.00,4.00,29.00,86.21
10208.00,109.00,4494.00,3.00,38.00,92.11
10208.00,208.00,4257.00,4.00,16.00,75.00
10151.00,448.00,7970.00,2.00,23.00,91.30
10196.00,23.00,2559.00,3.00,34.00,91.18
10146.00,440.00,8010.00,4.00,48.00,91.67
10146.00,556.00,442.00,2.00,19.00,89.47
10225.00,17.00,997.00,3.00,29.00,89.66
10225.00,56.00,995.00,4.00,25.00,84.00
10200.00,269.00,2438.00,4.00,27.00,85.19
10205.00,104.00,7923.00,4.00,29.00,86.21
10205.00,215.00,5581.00,6.00,25.00,76.00
10200.00,205.00,2458.00,2.00,28.00,92.86
10210.00,449.00,1194.00,2.00,18.00,88.89
10210.00,545.00,6584.00,3.00,33.00,90.91
10252.00,439.00,7620.00,8.00,27.00,70.37
10252.00,332.00,8431.00,3.00,26.00,88.46
10247.00,29.00,673.00,1.00,34.00,97.06
10247.00,49.00,222.00,5.00,31.00,83.87
10249.00,63.00,743.00,4.00,28.00,85.71
10253.00,449.00,1194.00,0.00,15.00,100.00
10253.00,545.00,6584.00,3.00,17.00,82.35
10220.00,331.00,668.00,3.00,21.00,85.71
10220.00,23.00,2559.00,2.00,23.00,91.30
10219.00,402.00,8407.00,8.00,14.00,42.86
10219.00,336.00,1557.00,2.00,32.00,93.75
10245.00,56.00,995.00,10.00,35.00,71.43
10245.00,17.00,997.00,6.00,38.00,84.21
10258.00,499.00,8403.00,1.00,15.00,93.33
10258.00,130.00,631.00,0.00,13.00,100.00
10260.00,431.00,8407.00,3.00,21.00,85.71
10260.00,375.00,4360.00,2.00,19.00,89.47
10261.00,35.00,1376.00,1.00,22.00,95.45
10261.00,92.00,2478.00,4.00,23.00,82.61
10262.00,333.00,6599.00,5.00,39.00,87.18
10262.00,31.00,7542.00,2.00,19.00,89.47
10254.00,501.00,8959.00,6.00,23.00,73.91
10254.00,453.00,7047.00,7.00,24.00,70.83
10256.00,176.00,5509.00,3.00,39.00,92.31
10251.00,438.00,6325.00,2.00,17.00,88.24
10251.00,26.00,1296.00,3.00,33.00,90.91
10264.00,205.00,2458.00,0.00,37.00,100.00
10263.00,431.00,8407.00,1.00,23.00,95.65
10248.00,29.00,673.00,4.00,49.00,91.84
10248.00,49.00,222.00,2.00,23.00,91.30
10259.00,130.00,631.00,1.00,15.00,93.33
10259.00,499.00,8403.00,0.00,31.00,100.00
10257.00,176.00,5509.00,3.00,25.00,88.00
10257.00,502.00,9322.00,5.00,28.00,82.14
10269.00,189.00,9364.00,3.00,26.00,88.46
10269.00,44.00,5516.00,0.00,27.00,100.00
10250.00,379.00,71.00,6.00,37.00,83.78
10266.00,331.00,668.00,4.00,32.00,87.50
10266.00,402.00,8020.00,0.00,34.00,100.00
10246.00,56.00,995.00,8.00,34.00,76.47
10255.00,439.00,7620.00,3.00,27.00,88.89
10246.00,17.00,997.00,2.00,30.00,93.33
10271.00,446.00,9673.00,2.00,0.00,-inf
10271.00,404.00,5509.00,9.00,36.00,75.00
10268.00,92.00,2478.00,4.00,34.00,88.24
10268.00,35.00,222.00,5.00,0.00,-inf
10267.00,329.00,4246.00,4.00,26.00,84.62
10267.00,336.00,1557.00,0.00,0.00,
10265.00,22.00,7157.00,0.00,34.00,100.00
10265.00,23.00,2559.00,3.00,33.00,90.91
10294.00,49.00,222.00,5.00,39.00,87.18
10294.00,29.00,673.00,4.00,32.00,87.50
10308.00,496.00,7924.00,1.00,33.00,96.97
10308.00,109.00,4494.00,5.00,27.00,81.48
10303.00,92.00,2478.00,2.00,29.00,93.10
10303.00,35.00,1376.00,1.00,21.00,95.24
10318.00,499.00,8403.00,3.00,27.00,88.89
10318.00,130.00,631.00,0.00,12.00,100.00
10296.00,191.00,6599.00,2.00,23.00,91.30
10296.00,556.00,442.00,9.00,34.00,73.53
10312.00,44.00,5516.00,4.00,23.00,82.61
10312.00,48.00,7222.00,7.00,32.00,78.12
10306.00,443.00,6600.00,2.00,39.00,94.87
10298.00,111.00,2353.00,1.00,16.00,93.75
10310.00,408.00,4933.00,2.00,15.00,86.67
10310.00,22.00,1340.00,3.00,21.00,85.71
10295.00,333.00,6599.00,4.00,30.00,86.67
10295.00,31.00,7542.00,6.00,28.00,78.57
10316.00,497.00,769.00,3.00,25.00,88.00
10316.00,336.00,1557.00,6.00,35.00,82.86
10315.00,498.00,8887.00,2.00,26.00,92.31
10315.00,402.00,8020.00,3.00,38.00,92.11
10305.00,35.00,1376.00,0.00,22.00,100.00
10305.00,92.00,2478.00,2.00,43.00,95.35
10324.00,269.00,2438.00,3.00,19.00,84.21
10324.00,26.00,5769.00,7.00,29.00,75.86
10320.00,453.00,1176.00,2.00,20.00,90.00
10320.00,545.00,6584.00,1.00,31.00,96.77
10309.00,109.00,4494.00,2.00,24.00,91.67
10309.00,496.00,7924.00,4.00,35.00,88.57
10311.00,22.00,1340.00,4.00,31.00,87.10
10311.00,408.00,4933.00,1.00,28.00,96.43
10317.00,336.00,5536.00,7.00,27.00,74.07
10317.00,497.00,769.00,3.00,20.00,85.00
10297.00,556.00,442.00,5.00,26.00,80.77
10297.00,191.00,6599.00,3.00,22.00,86.36
10270.00,398.00,8952.00,1.00,26.00,96.15
10270.00,54.00,4246.00,2.00,26.00,92.31
10299.00,111.00,2353.00,1.00,19.00,94.74
10307.00,410.00,6068.00,5.00,28.00,82.14
10319.00,439.00,7620.00,3.00,27.00,88.89
10307.00,443.00,6600.00,4.00,22.00,81.82
10319.00,332.00,8431.00,2.00,28.00,92.86
10321.00,449.00,1194.00,2.00,17.00,88.24
10302.00,29.00,673.00,4.00,24.00,83.33
10302.00,49.00,222.00,2.00,26.00,92.31
10321.00,501.00,8959.00,1.00,16.00,93.75
10313.00,48.00,4182.00,2.00,23.00,91.30
10313.00,44.00,5516.00,8.00,46.00,82.61
10323.00,431.00,8407.00,4.00,22.00,81.82
10323.00,375.00,4360.00,5.00,18.00,72.22
10304.00,31.00,995.00,3.00,23.00,86.96
10304.00,333.00,6599.00,2.00,20.00,90.00
10383.00,49.00,222.00,6.00,32.00,81.25
10383.00,17.00,997.00,2.00,32.00,93.75
10393.00,402.00,8020.00,3.00,44.00,93.18
10393.00,498.00,8887.00,2.00,31.00,93.55
10385.00,333.00,6599.00,2.00,18.00,88.89
10385.00,31.00,995.00,3.00,24.00,87.50
10392.00,48.00,4182.00,5.00,41.00,87.80
10392.00,44.00,5516.00,4.00,32.00,87.50
10394.00,448.00,7970.00,4.00,29.00,86.21
10394.00,398.00,8952.00,2.00,31.00,93.55
10399.00,332.00,8431.00,1.00,20.00,95.00
10399.00,176.00,5509.00,4.00,29.00,86.21
10398.00,130.00,631.00,1.00,16.00,93.75
10398.00,431.00,8407.00,2.00,17.00,88.24
10389.00,111.00,2353.00,3.00,53.00,94.34
10389.00,191.00,6599.00,2.00,17.00,88.24
10428.00,497.00,769.00,3.00,29.00,89.66
10391.00,409.00,740.00,3.00,25.00,88.00
10391.00,556.00,442.00,2.00,26.00,92.31
10396.00,446.00,9673.00,4.00,31.00,87.10
10396.00,104.00,7923.00,3.00,41.00,92.68
10397.00,448.00,7970.00,1.00,25.00,96.00
10397.00,398.00,8952.00,3.00,33.00,90.91
10390.00,111.00,2353.00,5.00,47.00,89.36
10390.00,191.00,6599.00,6.00,18.00,66.67
10388.00,109.00,4494.00,0.00,20.00,100.00
10388.00,496.00,7924.00,5.00,31.00,83.87
10387.00,35.00,1376.00,10.00,35.00,71.43
10387.00,333.00,6599.00,3.00,29.00,89.66
10322.00,205.00,2458.00,4.00,31.00,87.10
10400.00,332.00,8431.00,1.00,10.00,90.00
10400.00,176.00,5509.00,8.00,30.00,73.33
10401.00,130.00,631.00,0.00,15.00,100.00
10384.00,49.00,222.00,3.00,31.00,90.32
10384.00,17.00,997.00,2.00,32.00,93.75
10401.00,431.00,8407.00,2.00,10.00,80.00
10432.00,410.00,3273.00,5.00,25.00,80.00
10432.00,496.00,7924.00,0.00,0.00,
10429.00,17.00,997.00,2.00,28.00,92.86
10429.00,49.00,222.00,3.00,26.00,88.46
10433.00,109.00,4494.00,3.00,29.00,89.66
10433.00,443.00,6600.00,5.00,39.00,87.18
10440.00,398.00,8952.00,1.00,31.00,96.77
10440.00,448.00,7970.00,2.00,21.00,90.48
10402.00,449.00,1194.00,1.00,20.00,95.00
10402.00,501.00,8959.00,2.00,27.00,92.59
10438.00,44.00,5516.00,2.00,26.00,92.31
10438.00,408.00,4933.00,1.00,23.00,95.65
10441.00,130.00,631.00,5.00,37.00,86.49
10441.00,332.00,8431.00,2.00,16.00,87.50
10436.00,35.00,1376.00,6.00,34.00,82.35
10436.00,333.00,6599.00,2.00,32.00,93.75
10395.00,446.00,9673.00,2.00,18.00,88.89
10395.00,104.00,7923.00,3.00,40.00,92.50
10443.00,130.00,631.00,1.00,35.00,97.14
10431.00,191.00,6599.00,3.00,28.00,89.29
10442.00,176.00,5509.00,3.00,26.00,88.46
10442.00,431.00,8407.00,5.00,28.00,82.14
10431.00,111.00,2353.00,4.00,41.00,90.24
10439.00,408.00,4933.00,2.00,22.00,90.91
10439.00,44.00,5516.00,3.00,42.00,92.86
10434.00,109.00,4494.00,1.00,33.00,96.97
10434.00,443.00,6600.00,0.00,34.00,100.00
10435.00,333.00,6599.00,5.00,35.00,85.71
10435.00,35.00,7208.00,4.00,23.00,82.61
10437.00,498.00,8887.00,5.00,39.00,87.18
10444.00,205.00,2458.00,4.00,31.00,87.10
10444.00,438.00,6325.00,1.00,19.00,94.74
10445.00,104.00,7923.00,3.00,28.00,89.29
10445.00,446.00,9673.00,0.00,14.00,100.00
10479.00,446.00,9673.00,5.00,23.00,78.26
10479.00,398.00,8952.00,4.00,28.00,85.71
10484.00,443.00,6600.00,4.00,86.00,95.35
10484.00,109.00,3075.00,5.00,24.00,79.17
10476.00,35.00,7208.00,0.00,25.00,100.00
10476.00,333.00,6599.00,6.00,41.00,85.37
10475.00,497.00,769.00,3.00,32.00,90.62
10475.00,498.00,8887.00,4.00,22.00,81.82
10477.00,333.00,6599.00,4.00,31.00,87.10
10477.00,35.00,7208.00,1.00,28.00,96.43
10481.00,332.00,8431.00,0.00,0.00,
10481.00,130.00,631.00,2.00,14.00,85.71
10482.00,497.00,769.00,2.00,24.00,91.67
10482.00,408.00,4933.00,6.00,35.00,82.86
10480.00,398.00,8952.00,2.00,29.00,93.10
10480.00,446.00,9673.00,6.00,24.00,75.00
10487.00,44.00,5516.00,4.00,19.00,78.95
10487.00,498.00,8887.00,1.00,16.00,93.75
10478.00,205.00,2458.00,7.00,29.00,75.86
10478.00,438.00,6325.00,4.00,27.00,85.19
10489.00,497.00,769.00,2.00,20.00,90.00
10489.00,408.00,4933.00,1.00,26.00,96.15
10488.00,448.00,7966.00,2.00,23.00,91.30
10488.00,104.00,7923.00,1.00,30.00,96.67
10515.00,497.00,769.00,3.00,33.00,90.91
10515.00,408.00,4933.00,5.00,38.00,86.84
10552.00,331.00,217.00,6.00,42.00,85.71
10552.00,439.00,4246.00,5.00,36.00,86.11
10563.00,532.00,7620.00,1.00,18.00,94.44
10563.00,449.00,1194.00,5.00,16.00,68.75
10550.00,402.00,8020.00,3.00,37.00,91.89
10550.00,490.00,71.00,4.00,22.00,81.82
10557.00,565.00,4105.00,2.00,21.00,90.48
10557.00,406.00,102.00,3.00,24.00,87.50
10553.00,438.00,5695.00,2.00,29.00,93.10
10553.00,404.00,7979.00,8.00,28.00,71.43
10555.00,332.00,6584.00,4.00,30.00,86.67
10551.00,490.00,8668.00,2.00,27.00,92.59
10551.00,23.00,5509.00,4.00,38.00,89.47
10559.00,405.00,10107.00,5.00,24.00,79.17
10559.00,400.00,2458.00,3.00,32.00,90.62
10562.00,176.00,7144.00,0.00,12.00,100.00
10561.00,568.00,1296.00,1.00,8.00,87.50
10561.00,545.00,6584.00,10.00,38.00,73.68
10554.00,335.00,5123.00,4.00,31.00,87.10
10554.00,24.00,3273.00,5.00,20.00,75.00
10558.00,489.00,8728.00,4.00,0.00,-inf
10558.00,411.00,5723.00,2.00,23.00,91.30
10560.00,65.00,4209.00,2.00,23.00,91.30
10560.00,215.00,5581.00,5.00,31.00,83.87
10564.00,393.00,10174.00,0.00,31.00,100.00
10564.00,239.00,995.00,4.00,29.00,86.21
10590.00,375.00,1176.00,5.00,39.00,87.18
10590.00,568.00,1296.00,4.00,22.00,81.82
10575.00,29.00,673.00,4.00,20.00,80.00
10575.00,564.00,1376.00,13.00,41.00,68.29
10586.00,566.00,4247.00,2.00,28.00,92.86
10585.00,26.00,9322.00,8.00,30.00,73.33
10585.00,332.00,8431.00,3.00,30.00,90.00
10578.00,239.00,995.00,2.00,38.00,94.74
10591.00,501.00,6923.00,2.00,19.00,89.47
10591.00,532.00,7620.00,4.00,22.00,81.82
10587.00,405.00,10107.00,7.00,39.00,82.05
10587.00,565.00,4105.00,4.00,29.00,86.21
10589.00,411.00,5723.00,5.00,22.00,77.27
10589.00,406.00,102.00,2.00,32.00,93.75
10588.00,129.00,5694.00,2.00,12.00,83.33
10588.00,489.00,8728.00,12.00,36.00,66.67
10579.00,567.00,3165.00,4.00,36.00,88.89
10579.00,439.00,4246.00,5.00,31.00,83.87
10593.00,545.00,6584.00,10.00,36.00,72.22
10593.00,451.00,10151.00,0.00,11.00,100.00
10581.00,331.00,217.00,6.00,35.00,82.86
10581.00,335.00,5123.00,4.00,21.00,80.95
10577.00,333.00,10.00,3.00,28.00,89.29
10577.00,393.00,10174.00,6.00,36.00,83.33
10580.00,567.00,3165.00,2.00,28.00,92.86
10580.00,44.00,4435.00,4.00,30.00,86.67
10582.00,189.00,8360.00,5.00,22.00,77.27
10582.00,23.00,2559.00,4.00,25.00,84.00
10592.00,449.00,1194.00,2.00,26.00,92.31
10592.00,176.00,5509.00,1.00,12.00,91.67
10576.00,443.00,6600.00,3.00,19.00,84.21
10576.00,1.00,2309.00,4.00,29.00,86.21
10584.00,502.00,8829.00,2.00,21.00,90.48
10584.00,65.00,4209.00,6.00,21.00,71.43
10583.00,402.00,8020.00,5.00,32.00,84.38
10583.00,438.00,5695.00,3.00,20.00,85.00
10607.00,215.00,8945.00,8.00,29.00,72.41
10607.00,26.00,9322.00,1.00,28.00,96.43
10610.00,129.00,1266.00,4.00,15.00,73.33
10610.00,400.00,2764.00,5.00,39.00,87.18
10597.00,564.00,2478.00,9.00,41.00,78.05
10597.00,214.00,10193.00,2.00,18.00,88.89
10600.00,490.00,10132.00,3.00,18.00,83.33
10600.00,404.00,9673.00,9.00,32.00,71.88
10606.00,502.00,8829.00,1.00,15.00,93.33
10606.00,504.00,10063.00,2.00,31.00,93.55
10605.00,568.00,1296.00,1.00,5.00,80.00
10599.00,393.00,10174.00,3.00,22.00,86.36
10599.00,63.00,743.00,5.00,23.00,78.26
10611.00,565.00,4105.00,2.00,29.00,93.10
10611.00,411.00,5723.00,3.00,35.00,91.43
10601.00,490.00,10132.00,4.00,29.00,86.21
10601.00,438.00,5695.00,5.00,16.00,68.75
10616.00,567.00,3165.00,0.00,21.00,100.00
10616.00,331.00,217.00,9.00,28.00,67.86
10602.00,402.00,8020.00,2.00,22.00,90.91
10596.00,443.00,6600.00,9.00,31.00,70.97
10596.00,29.00,673.00,7.00,22.00,68.18
10603.00,24.00,3273.00,6.00,23.00,73.91
10603.00,44.00,5516.00,5.00,25.00,80.00
10598.00,452.00,7821.00,3.00,30.00,90.00
10598.00,239.00,995.00,5.00,23.00,78.26
10609.00,405.00,10238.00,1.00,8.00,87.50
10609.00,489.00,8725.00,7.00,41.00,82.93
10608.00,566.00,4247.00,5.00,36.00,86.11
10612.00,545.00,6584.00,8.00,31.00,74.19
10612.00,375.00,1176.00,0.00,8.00,100.00
10613.00,501.00,6923.00,6.00,16.00,62.50
10613.00,449.00,1194.00,7.00,23.00,69.57
10628.00,504.00,10063.00,5.00,39.00,87.18
10628.00,26.00,9322.00,7.00,25.00,72.00
10631.00,405.00,10238.00,3.00,30.00,90.00
10631.00,411.00,1557.00,4.00,29.00,86.21
10624.00,452.00,7821.00,3.00,28.00,89.29
10624.00,393.00,306.00,5.00,33.00,84.85
10632.00,406.00,102.00,9.00,51.00,82.35
10632.00,129.00,5694.00,1.00,21.00,95.24
